tweet,label
"Dari semua rasis disekitarku ini yg paling nyakitin sih, ada yg bilang takut ketularan. Ketularan apaan sih? Cerai? Lah....(?) jadi krn backgroundnya anak broken home trs aku pasti jadi anak nakal gitu? Depresi? Gangguan psikologis? Omo... ga smua plis. 🙄",1
"- Dek, keluar yu? Di rumah kan? Daripada sedih terus wkwk + engga mau - pasar malem wis beli arumanis, beli bakso, beli es krim, atau beli jagung bakar atau apapun itu sek dede mau + engga, aku di rumah aja. - his, susah kali kamu tu diajak seneng. Betah amat jadi orang depresi",1
"Depresi? Entah apa namanya, entah itu depresi atau bukan, tetapi begitulah aku dengan diri ku yang dulu. Begitu lah aku sebelum bertemu dengan dia.",1
Apakah aku depresi???,1
"dulu pernah depresi sampek  males hidup dan pengen mati.  tetapi setelah malaikat Izrail bilang ""sabar woyy belum waktunya""  seketika aku sadar dan menjalani hidup dengan penuh semangat.",1
"jigeum niga eodi seo itdeun jamsi swieoganeun geosil ppun pogihaji ma aljanha -Tomorrow  Lagu ini keren bgt, cocok buat semua kalangan baik itu pelajar (trmasuk aku) , pekerja, bahkan buat org yg lg cape/depresi.  +",1
"Aku terjerumus kpop miskin ga masuk kpop depresi, ibaratnya punya kepala pusing ga punya kepala serem.",1
"Karna lagu2 bts itu real life bgt, jd lagu2 mereka itu ngebantu aku bgt pas lagi depresi.",1
"pas orang ganteng depresi : ""Kamu kenapa? Cerita sini sama aku"" pas kentang depresi : ""apaansi problematic bgt ni orang""  🙂🙂🙂🤡",1
Susah berinteraksi dengan yang baru Mudah depresi dengan masa lalu  Haha bukan aku!,1
"#mnfs kasih semangat buat aku yang lagi depresi berat dong, pengen bunuh diri rasanya",1
Dugaan ni tak semua orang boleh tempuh. Sakit physical dengan sakit heartbreak sekali datang kalau aku tak kuat iman hmmm patotla aku murung dan depresi dengan sangat terok.,1
"Please my moots aku bener² butuh bantuan kalian, gimana caranya ngehibur orang yang lagi depresi?",1
"Oh ya semenjak dia open ke aku, ia mulai cerita2 tu soal kehidupan admin lain. Kek soal admin hobi yg katanya dulu tinggal di semarang tapi karna ortunya cerai dia pindah ke jkt, dia sempet depresi karna itu tapi semenjak ketemu bts dia bisa lewatin itu semua",1
"Yang bahkan kamu sendiri tidak bisa seperti apa yang aku bisa. Plis lah, punya mulut tuh di tem dikit jangan blong gitu mulutnya. Sadar dong apa yang kamu ucapkan itu bisa bikin orang sakit hati bahkan bisa sampai depresi.",1
"Loh, Mas Gercep kan pernah bilang lagi sakit depresi. Aku perhatian kok sama beliau 😌",1
"Aku depresi berat skrg. Aku menagis seharian. Aku berusaha tidur terus, dengan bantuan antimo. Aku kehilangan minat buat ngapa2in. Kadang aku harap aku tidur terus saja, nggak usah bangun lagi.",1
"Aku baca sepintas ada cerita ttg iblis2 gtu.. Jujur emang belum pernah depresi dan gatau bagaimana rasanya, tapi baca ada kayak analogi iblis2 gtu, aku ngeri jg..  Anak ini maba, br kuliah 3 minggu.. Aku pantau dlu deh..",1
"Lagu ini keren bgt, cocok buat semua kalangan baik itu pelajar (trmasuk aku) , pekerja, bahkan buat org yg lg depresi. Disaat2 ketika aku mau ujian, lirik ini bnr2 berguna buat numbuhin rasa optimis. Potongan lirik ini slalu aku jadiin note di jadwal ujian, biar aku semangat💪💪",1
Secara Batin Aku Terluka Secara Emosi Aku Kacau Secara Mental Aku Depresi Secara Fisik Aku Tersenyum,1
"Dia bikin buku ini, karena masih banyak di luaran sana yang depresi tapi tidak dimengerti oleh orang lain.  Sementara kenapa aku belum kelar batjanya? Karena bukunya jadi nambah depresi. Matt beruntung dia hidup di negara yang aware dengan mental illness sementara di sini ...",1
"""Kalo aku jadi kamu"". Gitu aja terus sampe anak orang depresi dan lo pura-pura gatau karena itu semua karena lo.",1
"Akhirnya, aku tak tau. Hanya hidup dengan depresi entah bila akan berakhir.",1
"Tidur mulai gaenak tapi badan capek, setiap tidur mimpi buruk  pdhl gue pgn tidur biar gakepikiran tapi malah ketemu di mimpi 😭 bangun tidur sedih. Apakah aku mulai depresi?",1
"Reviewnya bagus, sudut pandang ttg depresi yg unik, ringan. Terlebih direkomendasikan oleh RM, tujuanku pengen buku ini bukan hanya mengambil intisari utk diriku sendiri, tp jg aku share ke org lain, semakin ilmuku bertambah, semakin mudah menemukan solusi & membantu teman2.",1
"Keknya ngaku"" mereka wkwk, gamungkin orang yg udh pernah depresi bisa ngomong kyk gitu, harusnya mereka ngerti  Ya itu lah, buat apasi, biar keliatan superior? Bijak? Logis? Nggak paham aku sama pola pikir nya wkwk",1
"Rasanyaa dia mulai berubah, bukan berubah aku aja yang lagi depresi.",1
Tolong kasih pemahaman.. ne minum long iland aja aku pusing eee 😌,1
Akhirnya setelah 50 ronde solotaire aku menang 1 x. Gajadi depresi aku @KemenkesRI,1
and Big Thanks to @BigHitEnt @BTS_twt @TXT_members kalian membuat aku sembuh dari depresi ku  I LOVE YOU 3000💜💛💙,1
aku menjauh ? no no. aku cuma pengen tenang tanpa ditanyain ini itu yang bikin aku tambah depresi tertekan. aku terluka? mm.. ofc. jadi jalani saja kehidupan kalian tanpa tanya ttg aku. it's so simple,1
"Aku sembuh dari depresi ku  Awal utama nya dari semua lagu BTS LY Era  Dan aku baca novel tentang kehidupan  Aku pun juga ke psikiater untuk penyembuhan, dan kalau kalian mau tahu dokter ku bilang ""kamu pasien tercepat yang sembuh untuk melewati depresi selama 3 tahun lamanya""",1
"Ketika agensi lain memproduksi lagu hanya untuk menghilangkan mood dan suasana   Disini bighit memproduksi sebuah lagu untuk Healing dan menjernihkan pikiran   Contohnya aku, aku mengalami depresi selama 3 tahun lamanya, dan lagu bts Love Myself membuat aku sembuh dari depresi ku",1
"Kls 12 udah ditekan belajar terus, dirumah masalah terus. Mi anakmu depresi ini Pernah berfikir buat bunuh diri, tapi aku juga tau kalau bunuh diri juga g menyelesaikan semua, trus aku gmna?",1
"Akhirnya pas hari ngecek jenis kelaminnya adek udah gak bisa diselamatkan. Pas tau beritanya? Aku hancur, i blame myself for hopping he will not born. Jahat kan? Ayah juga nangis karena kami punya pikiran yang sama. Mama juga sempet depresi ringan tiap hari nangis",1
"Aku selalu memahami beliau, tapi beliau tidak pernah memahamiku. Bahkan aku yg mengalami depresi pun hanya dianggap kelainan dan dosa.  Manusia tidak ada yg sempurna memang, tidak salah jika beliau tidak memahamiku. Maafku sesederhana ini.",1
"sebenernya pengen cerita banyak soal gimana aku lolos dari yang namanya depresi. tapi ya gitu, yang diajak cerita kaya, entah, gak minat atau gak peduli. yaudah. lagi-lagi pendem sendiri semuanya.",1
aku rasa kamu itu kayaknya ndak seneng liat aku anteng dr beban permasalahan dan depresi berkurang..,1
Bannngggg tolooonggg....   😭😭😭😭😭😭 aku udah cukup depresi lohhh sm lagu entah apa...  Hikss,1
"Kalian ingin diri kalian bahagia, apakah menjamin idol kalian juga akan bahagia dengan pilihan dan kebagiaan fansnya? Aku gak nyalahin, tapi aku juga gak mau mereka depresi karena tidak bisa mewujudkan keinginan fans.",1
Ternyata selama ini aku depresi post partum yg udh klamaaan. Yah gmna cba ga pnya temen ngobrol org-org plgnya malam . Plg-plg sibuk kehisupannya masing2 yg tdr yg main game main hp. Temen ngobrol aja ga pnya temen kekuh kesah di tambah kehidupan yg monoton,1
"Karena ngikutin dan suka sama k-pop Big Bang, aku jadi tau salah satu member nya, TOP mengalami gangguan depresi...",1
Sorry malam2 aku nak share hangpa buju Depresi: Terpuruk Rasa Ingin Mati penulisan seorang pakar psikologi dari USIM Dr.  Zul Azlin Razali.  Keluaran DuBook.  Macam baca thesis tapi penulisan sastera Melayu yang...  https://www.facebook.com/731797131/posts/10156146907327132/ …,1
"Susah weh bila depresi + insomnia. Dia kacau mood engko. Entah pape je mood. Nak kawal pun susah.   Aku balik je dari kelas, makan dan qada' tidur berjam jam. Bangun time dah nak maghrib camtu. Pastu sekarang sakit kepala pulak sbb tidur lama sangat. *Sigh",1
"Mas jongdae,aku suka sama kamu yg selalu positif, bekerja keras, dan yakin bahwa hidup harus tanpa penyesalan. Makasih udh jadi penyemangat utk aku yg sedang melawan depresi ini. jaga kesehatan ya mas,jgn lupa istirahat:) #생일은김종대_신난건내광대 #VocalKingChenDay #HappyChenDay pic.twitter.com/CfjfPlliyG",1
"Kalian pernah gasih ngerasa takut secara tiba-tiba tanpa alasan:( Biasanya kalo kalian lagi depresi kalian ngapain? Kalo aku ngurung diri selama beberapa hari, bener-bener gamau ngomong sama siapapun. Sampe silent notif wa:)",1
Biar kalo ada yang depresi gak dikatain lebay sama gak dirukiyah tapi beneran ditemenin dan dibawa ke ahlinya,1
kampus rame bener harusnya aku tadi berangkat,1
"Ga nyambung sih, tapi kalo kamu mau depresi yuk bareng sama aku   https://open.spotify.com/track/2zPcVDSpYNVKQ5c7jR7MXj?si=weCEM4q5SqqAxzwcP4jXhQ …",1
"Pernah ga dikirim2 uang, disitu aku mulai depresi.  Bapak tiriku memang pinter, dia yg ngajarin aku belajar, dia baik. Saat itu aku bersyukur akhirnya aku punya bapak :'). Aku selalu berprestasi di SMP. Sampai akhirnya aku juara satu dikelas 2 smp dan saat itu-",1
"Yah aku manusia biasa sih, pas gagal awalnya tetep Down dulu, stress dulu, nangis dulu, depresi dulu, pusingnya ga karuan, pernah sakit Tipes setahun sampe 5x wkwk",1
Kalo terus2an gini bisa2 aku kena anxiety disorder sih :( Masalahnya aku baru sembuh dr depresi beberapa bulan lalu walaupun masih ada trauma yg belom bisa dihilangin.,1
"Orang2 pada bilang kota ini ngangenin, tapi aku malah pengen cepet2 pergi dari sini, cari suasana baru. Karena di kota inilah aku ngerasain depresi dan anxiety. So I don't think I'm gonna miss this city. 😶",1
Gilasih. Tp emg belakangan ini I’ve been thru a lot. Kalo aku bilang nyaris depresi juga mana percaya orangorang. Wong aku masi cengegesan tiap hari. Itulah knp enakan tida usa curhat,1
"Dor! Teman2, aku mau nanya, apa disini ada yang pernah gak masuk2 kuliah karena gangguan jiwa seperti depresi/anxiety, dan lainnya? [Aku mau sedikit cerita.]  pic.twitter.com/3YE8pyPneO",1
Katanya depresi berat bisa bikin kita kehilangan memori.. Tapi emang aku dasarnya aja pelupa dan ngga bisa inget nama :( nggak depresi pun ngga bisa inget nama..,1
"tiba di usia yang penuh tekanan, paksaan dari sana paksaan dari sini. sumpah sui-sui aku depresi.",1
"pgn bgt aku ketemu penyemangat depresi aku @NCTsmtown_127  brhrp bs ngliat mrk secara langsung, rugi bgt kalo ngga ketemu mrk padahal udh disamperin hhu wml, tolong pertemukan kamii 😭 #4HariLagiIndonesianTVAwards2019 pic.twitter.com/kMaRxNqtZZ",1
"Klo indo last child - diary depresiku, klo lagu barat banyak nder. Aku klo depresi biasanya simple plan - untitled, katty perry - human, bebe - last hurrah",1
Jangan gituuu mba:( Yg dibutuhin ketika depresi itu cuma seorang pendengar Aku mau kok jadi pendengar mba,1
NCT menyelamatkanku dari depresi berkepanjangan saat menyusun Karya Tulis Ilmiahku. Aku rasa aku harus bertemu mereka untuk mengucapkan rasa terima kasih yang sangat besar kepada mereka. Aku harap RCTI bisa mempertemukan aku dengan NCT 127  #4HariLagiIndonesianTVAwards2019 pic.twitter.com/UjzCXXUAd4,1
"Intinya aku sayang semua deh, aku gamau bawa pusing jg, soalnya tujuanku fangirl itu ngehilangin depresi aku di rl. Aku tim gk mempermasalahin apapun fandom dan warna, soalnya aku tau, walaupun beda nama fandom dan grup tapi 21 laki"" ini adalah 1 keluarga nct :)",1
"Namun, aku tak memperhatikan prediksiku sendiri dan memaksakan hubunganku bersamanya hingga akhirnya malapetaka itu datang dan aku terjatuh dalam depresi berat. Sakit, iya sakit sekali terjatuh dalam malapetaka yang diprediksikan sendiri. Aku terkadang membenci anugerah ini.",1
honestly waktu ujian depresi sekolah dulu aku tak tick jawapan yang betul. sebab takut. aku tak rasa aku sorang je buat macam ni. ok bye,1
"jd keinget dulu ak masang ava di wa foto cewe aesthetic lg ngerokok gt, nyampe rmh lngsng ditanyain ayah ak knp ap ad masala, dikira beliau aku depresi dan berpikiran utk merokok :( G AYAH AK CM PENGIN ESTETIK ESTETIK KAYA CIWI CIWI TAMBLER DOANG:)",1
iya deepika itu sih yang kasian sampe depresi karna dia. hahah iyaa di film ae dil mushkil aku gemes liat dia,1
"setelah nonton full Let's eat dinner together nya X1, sepertinya aku depresi:')) IRI CUY😭😭😭 MAU JUGA HUAA😭 coba aku yg jadi anak2 cewe itu:((   pic.twitter.com/bPxAqmI9g7",1
"Beberapa Tahun yg lalu aku mengalaminya , depresi setiap malam , pura"" baik"" aja pada semua org , yg sebenernya hatiku rapuh , tak ada yg bisa ku jelaskan ,  Namun melihat air mata kebahagiaan org tua menjadi sebuah alasan aku harus bertahan. cinta tumbuh setelah beberapa waktu",1
"Last child-diary depresi  Cuma ingin perhatiannya, banggakan sja ank laki""mu, kalau dia membuangmu saat tua nnti, mungkin saat itu aku sdh pergi jauh dri hatimu❤  Gw tu pling ilfeel cma cowo yg sok kegantengan pdhal muka.a B ajah.  #abctime",1
"Ada perasaan seperti leleh yang terdapat di dalam hatiku. Hangat, seperti itulah aku tak pintar mendeskripsikan suasana hati itu. Yang hanya aku tahu hanyalah perasaan suasana hati ketika aku depresi, dan sedih. Aku hanya pintar menggambarkan suasana hati yang negatif.",1
"Aku nctzen, aku pengen banget ketemu @NCTsmtown_127 ,mereka motivasi hidup ku selama ini, karena mereka aku bisa keluar dari depresi ku.Aku merasa dicintai dan berguna. Aku belajar dari mereka bagaimana harus bekerja keras untuk mencapai cita cita #4HariLagiIndonesianTVAwards2019",1
"ya normal aja, tapi jgn keseringan depresi. kalo kamu butuh temen cerita, sini cerita ke aku. aku mau jadi temen kamu",1
"Ah, ternyata rasa tiga taun yg lalu kembali lagi.. Kenapa ya setiap berada di penghujung kelas 3, aku selalu dapet masalah keluarga masalah ekonomi dan masalah internal; depresi.  Pikiran untuk bundir yg dikubur lama, muncul kembali",1
"yes, aku tim pro choice. imagine you got rape (mit amit) and pregnant but you mentally and physically not stable. jadinya apa? penyakit, child abuse, depresi, nggak ngedidik anak dengan kasih sayang yang mereka butuhkan.",1
"Kalau aja semua orang di bumi bisa ku peluk, ingin ku peluk mereka yg tersakiti dan depresi lalu ku sandarkan kepalanya di pundakku. Sayangnya tidak, mungkin ini salah satu cara Tuhan agar aku bisa lebih memahami manusia mulai dari hal-hal kecil, termasuk menjaga ucapan.",1
Aku g bisa ngasih tau masalaah aku.. krn aku mau keep it for myself. Ya tp yakinlah di dunia ini banyak org yg punya masalah. Dan klo mereka g bs survive masalah mereka sendiri berakhir depresi dan hilang akal.. keep fight sendernim,1
dia depresi ditinggal aku auto cosplay begitu:(  https://twitter.com/ciuderella/status/1175001204201377797 …,1
"Setiap mau ujian apapun, pasti bawaannya sensitif. Lebay. Sok depresi. Ngerasa sendiri di dunia. Kelar ujian happy lg. Kenapa sih aku😡😡",1
"Depresi dan masalah jiwa bukan hal yang keren untuk dipamerkan, bukan pula hal yang patut untuk dibandingkan apalagi untuk dinilai sebagai kesalahan.  Aku memilih untuk terbang",1
aku sangat depresi mencari isoleucine hingga spanyol  pic.twitter.com/B8nmsilCaQ,1
Paparan cahaya yang terlalu banyak di malam hari bisa membuat seseorang merasa depresi. [Penelitian di Ohio University],1
Aku merasa cantik ketika depresi hahahahahahhahaha,1
"Aku setuju! soalnya skizo, bipo, depres, anxiety harusnya di kasih penanganan lebih gitu.  pic.twitter.com/c380C0RTE1",1
"Ga ada yg tau termasuk kakak ku haha, karna aku depresi selama 3 tahun dari perlakuan mereka terhadap aku, that's why semuanya kulakuin secara sembunyi, dan skrg udh lumayan sembuh",1
"Kalo malem2 suntuk,frustasi,depresi bikin design pasti pelarian ku ke goa maria malem2 buat doa.  Apakah aku akan tertangkap? #TolakRKUHP https://twitter.com/psi_id/status/1174874485364678656 …",1
"Gabut bgt emng ini. Bikin ginian. Intinya drama Be Melodramatic ini recomended dah. Aku pertama nonton ini keinget age of youth. Cuma bedabya kalo di aoy itu umurnya masih muda. Jd permasalahan anak muda 20an. Kalo disini udh umur 30. Lebih ke kerjaan, depresi, dsb",1
"Sembang Lejen pasal depresi, stres dan gila.  Harap lepas ni takde lagi sikit-sikit, ""aku depress."" Padahal setakat stress tak cukup duit nak beli iPhone je.  Video penuh:  https://youtu.be/H0oMoOoJpPs  pic.twitter.com/ptAvg71OCD",1
Aku dimasa2 depresi.. be lyke ⬆️,1
"Maap pedomanku ""Jodoh itu saling menguatkan"",""kalau aku baik, insyaallah dikasih jodoh yg baik pula"".  Yakali pemaaf dikasih jodoh pemarah, tukang ngamuk. Bahagia nggak, depresi iya",1
"Brl! Pliss gaes aku bingung mau milih jurusan buat kuliah nanti, aku ipa btw . Tertekan bgt rsanya kalo di tnya"" sm guru , ortu , temen tkut depresi lama"" :'((",1
"[Cm] Pliss gaes aku bingung mau milih jurusan buat kuliah nanti, aku ipa btw . Tertekan bgt rsanya kalo di tnya"" sm guru , ortu , temen tkut depresi lama"" :'((",1
"Fase stress ku kadang bertambah, tapi semakin banyak pikiran, aku semakin sering diam saja.  Apakah aku depresi ?",1
"bener banget banget banget.  kondisi kayak gini tuh aku malah dikatain ""seharusnya bersyukur bisa kuliah. banyak org yg gabisa kuliah dan hidup susah dibanding km""  hey? i know abt that, aku jg paham. tp paham ga aku disini ngalamin depresi karena masalah kuliah?  pic.twitter.com/BWqqz9LJ3z",1
"Di awal jadi ibu sempet depresi banget. Karna capeknya gila2an sih menurut aku. Konflik muncul bergantian. Gak heran banyak new mom yg depresi. Baby blues is real guys!!  Tapi gak nyangka, sekarang udah survive setahun. Terharuuu 😭  Bismillah untuk tahun2 berikutnya.",1
"Bukan anak kembar kayaknya, kalau aku boleh sotoy sih. Jadi itu adalah dua kepribadian dia. Menunjukkan sisi positif sama negatifnya. Soalnya yg satu senyum, yg satu depresi. Aku belum menelaah arti liriknya sih. Kayaknya ada hubungannya sama liriknya.",1
ke aku jahat. ok.,1
AKU BGT ANJENG  https://twitter.com/soffboii/status/1174735717945106432 …,1
"Trmksh sblmny @OfficialRCTI bs ngundang ank2 @NCTsmtown_127, pgn bgt ketemu penyemangat depresi aku @NCTsmtown_127 brhrp bs ngliat mrk secara langsung, rugi bgt kalo ngga ketemu mrk padahal udh disamperin hhu wml, sukses terus @OfficialRCTI ❤️❤️ #5HariLagiIndonesianTVAwards2019 pic.twitter.com/AQkXBfBC3t",1
3 bulan sudah ga menyakiti diri sendiri  3 bulan sudah menjauhi barang barang yg tajam  3 bulan luka luka ku sudah lumayan sembuh  Thanks god sudah memberikan aku kesempatsn untuk hidup dan mengobati depresi ku secara normal dan sehat🤲🏻,1
Aku pernah baca kalau org depresi dan mental breakdown cuma bisa disembuhin sama diri sendiri. Apapun kata2 yg diberikan dr orang lain belum tentu berpengaruh sama dia. Okay. I'm experienced this now. Its really suck.,1
"boleh ga di bawa pulangg.. orang lain obat depresi hangout, belanja, makan.. aku pagi siang sore liat mukamu 😭💙  https://twitter.com/dwihandaanda/status/1174578342579724288 …",1
"Ketika depresi pelariannya ke makanan jadinya gini, sekarang aku gendats dan depresi",1
"Turunlah Hujan.. Jangan Segan. Aku Rindu, Percayalah.. Hatiku, jiwa, raga, butuh suara hujan dan sejuk hujan untuk mengobati semuanya.. Cuma butuh hujan saat ini.. Depresi akut sudaahh😭😭😭",1
"Semoga depresi bukan karena broken heart ya mas uyon :"")  Tapi emang aku baca jg semalem, lebih ke POOL sih, semua kepo itu sebucin itu.... ama siapa yah :"")",1
"Amin. Ngesuk nek ora kawanan aku yo tobat, depresi sek.",1
"sudah muak dengan segala berita tentang tanah air yang tengah panas-panasnya, #SemuaBisaKena #MahasiswaBergerak #JokowiDatangAsapBeres atau apapun itu aku ga peduli, aku lebih tertarik sama persoalan #Onepiece956 tolong ini aku sedikit depresi",1
ayo depresi bersama .... aku depresi karena lagi tes sm mereka dateng ke ina.. we literally satu polusi sm mereka :.....,1
"kalau isi chatnya cuma kayak  ""aku bosen bgt, temenin chat yuk"" atau ""aku lg sedih, i need someone to talk"" di balesnya paling ntar abis lebaran haji, atau kamu depresi paling kamu udah berhasil bunuh diri, dia baru bales tuh.",1
"Athena menaikkan alisnya, lantas menggelengkan kepala setelahnya.   ""Aku? Depresi? Yang benar saja."" Sahutnya dengan malas.   ""Penat, dan butuh senang-senang. Bagaimana dengan dirimu sendiri?""",1
Apa itu depresi? Rasanya bener2 ingin sendiri abis kena masalah berat bgt. Gmau dengerin kata org kalau aku tbtb sendiri didktin w malah ngejauh,1
"Aku ga depresi hikd,   ini pertanyaannya temenku hehe",1
"Tapi kamu depresi gak karena gak ngomong sama orang? Aku sampe kadang orang baru kenal di kereta aja, aku ajak ngobrol Saking hausnya cerita yang enak bukan cuma haha hihi basa basi kayak di sekolahku sekarang",1
"Lg depresi tambah depresi denger lagu baru DIR EN GREY - The world of mercy. Lirik , mv nya bikin sedih musiknya seperti biasa suram kelam. Akhirnya bikin lagu durasi 10 menit. Aku jd nostalgia lagu dir en grey yg durasi nya panjang2 terutama lagu macabre durasi 16 menitan.",1
"Stress Makin stress. Mikirin keluarga, mikirin proposal skripsi, tekanan sana sini, mungkin aku menuju depresi.  Bismillahirrahmanirrahim aku serahkan semua kepada mu ya Allah.",1
Bener banget. Aku kalo lagi depres juga sering ngeliatin videonya anak2 yg lucu. Dijamin bisa bikin lupa sama masalah kita.,1
"Besoknya aku depresi, pikiran aku kosong dikelas aku nangis bahkan berniat kabur dari rumah atau bunuh diri",1
"udahlah kalo dijauhin lagi terima aja, takdir hidup aku emang sendirian terus kali, udah biasa ini kan pet? asal jangan depresi, inget kamu sekarang kls 9, cukup 2 tahun kamu depresi gausah lagi sekarang, capek",1
"Hey hey sayang capek yaa?@kendallalak  Iyapss aku juga kok hehehe, sayang semangat yaa! Sebulan dua bulan kedepan akan jadi bulan bulan tersibuk dan penuh depresi buat kita berdua. Dan tentunya frekuensi dari waktu kita bersama akan sedikit berkurang.",1
Sorry mbak aku nyasar gatau kenapa bisa nyampe sini...  Tapi video ini nyembuhin depresi gw makasih,1
"aku juga pernah ada di masa depresi, dan bersyukur banget masih bisa kontrol diri sendiri, masih ada orang yang mau dengerin, kalian juga harus bertahan ya? jangan ngelakuin hal yang bakal ngerugiin kalian, proud of you!! you did well, you are the strongest person ever, thank you",1
>11 Yang ketiga dan keempat aku lupa. Jangan hubungkan dengan iman karena penyakit bisa datang ke siapa saja.   Disini aku cuma mau minta solusi dari temen twitter solusi dari masalah aku yaitu seorang remaja pria yang memiliki depresi dan hati sensitif :) makasih semua.,1
"U have support system kak, gabole insecure, maaf lancang aku stalk, abisan kepo, kita sama aku juga sering di masa masa depresi, pengen selfharm tapi malah takut, ngebaikin diri aku, aku di support sm org yg aku sayang kak, semangatt kak, kaka ga sendirian, hughug😊💛💛",1
Mungkin diam-diam aku depresi..  Knp rasanya lelah banget Pdhl sudah banyak gerak Tidur cukup Makan cukup,1
"Aku malam ini mau buat tweetfic, ada saran?  Tadinya mau buat ttg depresi tapi...bert bgt :""",1
NCT menyelamatkanku dari depresi berkepanjangan saat menyusun Karya Tulis Ilmiahku. Aku rasa aku harus bertemu mereka untuk mengucapkan rasa terima kasih yang sangat besar kepada mereka. Aku harap RCTI bisa mempertemukan aku dengan NCT 127  #5HariLagiIndonesianTVAwards2019 pic.twitter.com/mINXnSLd1R,1
Aku sengaja maunya stuck di depression aja biar depresi he,1
kucingnya yang depresi jadi nyakar aku,1
"aku kek gini dicakarin kucing, bukan depresi",1
"Depresi dan keinginan bunuh diri pernah menjadi makanan sehari-hari, yang kini aku sudah bisa mengendalikannya jauh lebih baik berkat dokter psikiaterku dengan diagnosa bipolarnya untukku.",1
"Ga mau blg ""semoga km ga ngerasain down n depresi bla bla"" tp aku mau bilang SEMOGA km ngerasain down n depresi. Anak bawang masih kimcil ga pernah ngerasain semua itu tp nge judge orang, ngata2in. Semua kata2 buruk yg km blg akan kmbali ke km. AMIN  pic.twitter.com/jpsh1Q33SE",1
"pertolongan pertama pada orang  Stres/depresi/marah² :  PELUK .  kadang bahasa tubuh lebih bermakna ketimbang kata kata   Iya ,aku sangat butuh pelukan saat ini 😔",1
"Aku nctzen, aku pengen banget ketemu @NCTsmtown_127 ,mereka motivasi hidup ku selama ini, karena mereka aku bisa keluar dari depresi ku.Aku merasa dicintai dan berguna. Aku belajar dari mereka bagaimana harus bekerja keras untuk mencapai cita cita #5HariLagiIndonesianTVAwards2019",1
"Rekomendasi @Joylada_ID lagiiii 😆  LACUNA (by Momziyi) cerita ini mengisahkan ttg Adis, cewek yg, imo, mengalami depresi. Sejauh ini konfliknya msh misteri sih, tp aku suka karakter Adis yg cool. Selain itu bahasanya pun ngalir dan rapi.    http://www.id.joylada.com/story/5bae5c53c3ee1d00016196a7 …",1
"Aku gak tau apa yang kamu hadapin, kamu bisa DM aku buat cerita2 kok. Karena biar pas aku ngasih saran & motivasinya juga   Ps, aku pernah struggling dari depresi & keinginan buat bunuh diri 😊",1
"aku cape bgt hidup, rasany makin kesini aku ky ga berguna bgt. aku bnr2 depresi bnr2 pgn bgt akhirin hdp",1
aku gamau lagi dah yg smpe depresi kek dulu,1
iyaa dia depresi mikirin aku wkwkw,1
"Aku jga prnh nder ketahuan, krn salah aku sendiri si gk lock hp, awalnya sedih gitu depresi, tkut sampe nyebar kmn2, tkut denger ortu, tp untngnya aku pny sifat yg bodo amat, yg ptng jadi diri sendiri gk rugiin org lain, toh cpt ato lambat bkl kecium jga jadi let it flow aja nder",1
"aku sendiri jg gatau knp milih itu. wkwk tp yg aku liat tu gini, anak seumuran aku bnyk bgt yg depresi. entah karna ortunya, temennya atau apapun itu.",1
"mereka bisa saja mencemoohku wanita tidak beriman krna ketika melahirkan aku memilih operasi daripada melahirkan normal blm lg jika baby blues dtg dan dianggap hanya mencari perhatian lalu aku depresi, di bilang ""Manusia tidak beriman! kafir!"" aku benci jadi wanita",1
"Aku na, depresi sama pilihanku sendiri wkwkwkw",1
"Menghindari orang yang buat sakit kepala lebih baik, daripada bersama dan depresi lihat tingkahmu. Hidup terus berjalan, Umur masih muda dan saya masih ingin waras. Kamu ya kamu, minggir !!! A : Sombong kalee  Me : apa sombong ? aku menyelamatkan jiwaku yg terkoyak koyak 😕",1
"Pernah gak ngerasa down dalam proses diet ini?  “Waktu udah jalanin diet 2 tahun pertama, aku seneng karna jadi kurus. Tapi kulitku jadi lembek. Ditambah banyak omongan negatif dari luar yang bikin aku depresi. Ternyata, mental aku belum cukup kuat. Sampai akhirnya aku milih-  pic.twitter.com/kJc91cMOl5",1
Aku takut depresi 😢,1
"Angel mulai lupa denganku, dengan sahabatnya. Aku merasa kesepian, sendirian. Sempat depresi, kenapa tiba-tiba teman dekatku berubah drastis, tapi aku tak berani ikut pergaulan Angel. Aku terlalu takut dengan Papa-ku. Aku takut kehilangan diriku",1
"Jadi inget dulu di masa terendah waktu gua depresi. Mandi gamau makan gamau, males beranjak dr tempat tidur. @iniyolaaa dateng nyusulin ke rumah bilang ""sia jelek banget sih anjir, ga mandi?"" abis itu melipir ke boyol wkwk. Aku ingat terus itu bujangku 😭😭",1
"Lebih berpengaruh ke depresiku, ketika aku depresi dan ingin menyerah aku berusaha ingat bangtan, dengerin lagunya, pahami lirik lagunya. Entahlah, tapi aku merasa dapat dukungan dari sana   Makasih banyak kak buat Ga nya, lancar terus rejekinya💜💜💜💜  pic.twitter.com/A7rbaRCUfy",1
"kak :')))) aku hampir2 kayak gini. ansos, iya. tapi di dunia nyata lebih parah. kalo soal depresi, aku gatau harus memvonis diri sendiri depresi apa bukan klo belum bertanya sm yg bner2 ngerti :') aku masih mikir mungkin aku diliputi segala kesedihan makanya kayak gini",1
